EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IDEMP,IDEXP,IDREN,IDSAT
RM904,29,26-35,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,5k-10k,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,EMP299,EXP299,REN299,SAT299
RM906,29,26-35,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,15k+,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,EMP300,EXP300,REN300,SAT300
RM933,29,26-35,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,Upto 5k,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,EMP301,EXP301,REN301,SAT301
RM1006,29,26-35,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988,5k-10k,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,EMP302,EXP302,REN302,SAT302
RM1008,29,26-35,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,5k-10k,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,EMP303,EXP303,REN303,SAT303
RM1058,29,26-35,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,2,Single,5765,5k-10k,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0,EMP304,EXP304,REN304,SAT304
RM1064,29,26-35,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620,5k-10k,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4,EMP305,EXP305,REN305,SAT305
RM1073,29,26-35,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,2,Married,3180,Upto 5k,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,EMP306,EXP306,REN306,SAT306
RM1078,29,26-35,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,Male,100,2,1,Research Scientist,1,Single,2362,Upto 5k,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7,EMP307,EXP307,REN307,SAT307
RM1091,29,26-35,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,5k-10k,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,EMP308,EXP308,REN308,SAT308
RM1105,29,26-35,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,Married,2451,Upto 5k,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0,EMP309,EXP309,REN309,SAT309
RM1123,29,26-35,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,Upto 5k,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,EMP310,EXP310,REN310,SAT310
RM1126,29,26-35,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,5k-10k,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,EMP311,EXP311,REN311,SAT311
RM1173,29,26-35,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,5k-10k,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,EMP312,EXP312,REN312,SAT312
RM1189,29,26-35,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,Upto 5k,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,EMP313,EXP313,REN313,SAT313
RM1220,29,26-35,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Upto 5k,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,EMP314,EXP314,REN314,SAT314
RM1250,29,26-35,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Upto 5k,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,EMP315,EXP315,REN315,SAT315
RM1251,29,26-35,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,5k-10k,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,EMP316,EXP316,REN316,SAT316
RM1259,29,26-35,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Upto 5k,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,EMP317,EXP317,REN317,SAT317
RM1314,29,26-35,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,Upto 5k,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,EMP318,EXP318,REN318,SAT318
RM1319,29,26-35,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Upto 5k,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,8,EMP319,EXP319,REN319,SAT319
RM1325,29,26-35,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,5k-10k,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,EMP320,EXP320,REN320,SAT320
RM1330,29,26-35,No,TravelRarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,Upto 5k,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,EMP321,EXP321,REN321,SAT321
RM1333,29,26-35,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,Upto 5k,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,EMP322,EXP322,REN322,SAT322
RM1344,29,26-35,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062,Upto 5k,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,EMP323,EXP323,REN323,SAT323
RM1366,29,26-35,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,Upto 5k,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,EMP324,EXP324,REN324,SAT324
RM1388,29,26-35,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373,5k-10k,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,EMP325,EXP325,REN325,SAT325
RM1443,29,26-35,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,Upto 5k,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,EMP326,EXP326,REN326,SAT326
RM1460,29,26-35,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,Upto 5k,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3,EMP327,EXP327,REN327,SAT327
RM1461,29,26-35,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,Upto 5k,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4,EMP328,EXP328,REN328,SAT328
RM14610,29,26-35,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,Upto 5k,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4,EMP329,EXP329,REN329,SAT329
RM008,30,26-35,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,Upto 5k,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,EMP330,EXP330,REN330,SAT330
RM033,30,26-35,No,Travel_Rarely,125,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,Upto 5k,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,EMP331,EXP331,REN331,SAT331
RM045,30,26-35,No,Travel_Frequently,721,Research & Development,1,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011,Upto 5k,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7,EMP332,EXP332,REN332,SAT332
RM081,30,26-35,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,5k-10k,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,EMP333,EXP333,REN333,SAT333
RM089,30,26-35,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,Upto 5k,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,EMP334,EXP334,REN334,SAT334
RM093,30,26-35,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,5k-10k,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,EMP335,EXP335,REN335,SAT335
RM121,30,26-35,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,Upto 5k,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9,EMP336,EXP336,REN336,SAT336
RM140,30,26-35,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,5k-10k,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,6,EMP337,EXP337,REN337,SAT337
RM144,30,26-35,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,Upto 5k,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,7,EMP338,EXP338,REN338,SAT338
RM146,30,26-35,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,Upto 5k,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,8,EMP339,EXP339,REN339,SAT339
RM147,30,26-35,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Upto 5k,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,9,EMP340,EXP340,REN340,SAT340
RM168,30,26-35,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,5k-10k,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,EMP341,EXP341,REN341,SAT341
RM174,30,26-35,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Upto 5k,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,8,EMP342,EXP342,REN342,SAT342
RM212,30,26-35,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,5k-10k,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,EMP343,EXP343,REN343,SAT343
RM215,30,26-35,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,Upto 5k,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,EMP344,EXP344,REN344,SAT344
RM217,30,26-35,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,5k-10k,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,EMP345,EXP345,REN345,SAT345
RM325,30,26-35,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,5k-10k,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,EMP346,EXP346,REN346,SAT346
RM339,30,26-35,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5k-10k,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,EMP347,EXP347,REN347,SAT347
RM355,30,26-35,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,Upto 5k,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,EMP348,EXP348,REN348,SAT348
RM382,30,26-35,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,Upto 5k,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,EMP349,EXP349,REN349,SAT349
RM386,30,26-35,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,Upto 5k,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,EMP350,EXP350,REN350,SAT350
RM403,30,26-35,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,5k-10k,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,EMP351,EXP351,REN351,SAT351
RM411,30,26-35,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,5k-10k,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,EMP352,EXP352,REN352,SAT352
RM420,30,26-35,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,Upto 5k,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,EMP353,EXP353,REN353,SAT353
RM424,30,26-35,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,5k-10k,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,EMP354,EXP354,REN354,SAT354
RM427,30,26-35,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,Upto 5k,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,EMP355,EXP355,REN355,SAT355
RM438,30,26-35,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,Upto 5k,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,EMP356,EXP356,REN356,SAT356
RM481,30,26-35,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,Upto 5k,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,EMP357,EXP357,REN357,SAT357
RM502,30,26-35,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,Upto 5k,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,EMP358,EXP358,REN358,SAT358
RM546,30,26-35,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,5k-10k,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,EMP359,EXP359,REN359,SAT359
RM582,30,26-35,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,Upto 5k,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,EMP360,EXP360,REN360,SAT360
RM603,30,26-35,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,5k-10k,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,EMP361,EXP361,REN361,SAT361
RM624,30,26-35,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,Upto 5k,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,EMP362,EXP362,REN362,SAT362
RM703,30,26-35,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,5k-10k,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,EMP363,EXP363,REN363,SAT363
RM721,30,26-35,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,Upto 5k,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,EMP364,EXP364,REN364,SAT364
RM731,30,26-35,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,11416,10k-15k,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,EMP365,EXP365,REN365,SAT365
RM733,30,26-35,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,Upto 5k,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,EMP366,EXP366,REN366,SAT366
RM783,30,26-35,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,5k-10k,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,EMP367,EXP367,REN367,SAT367
RM845,30,26-35,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,5k-10k,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,EMP368,EXP368,REN368,SAT368
RM866,30,26-35,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,Upto 5k,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,EMP369,EXP369,REN369,SAT369
RM875,30,26-35,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,Upto 5k,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,EMP370,EXP370,REN370,SAT370
RM887,30,26-35,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,Upto 5k,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,EMP371,EXP371,REN371,SAT371
RM932,30,26-35,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,Upto 5k,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,EMP372,EXP372,REN372,SAT372
RM942,30,26-35,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,Upto 5k,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,EMP373,EXP373,REN373,SAT373
RM949,30,26-35,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,10k-15k,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,EMP374,EXP374,REN374,SAT374
RM1014,30,26-35,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,73,3,2,Sales Executive,1,Divorced,4779,Upto 5k,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,EMP375,EXP375,REN375,SAT375
RM1050,30,26-35,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,96,3,2,Sales Executive,3,Married,5301,5k-10k,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,EMP376,EXP376,REN376,SAT376
RM1053,30,26-35,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,Upto 5k,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,EMP377,EXP377,REN377,SAT377
RM1065,30,26-35,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,3,Male,46,3,1,Human Resources,3,Divorced,2064,Upto 5k,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3,EMP378,EXP378,REN378,SAT378
RM1107,30,26-35,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5k-10k,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7,EMP379,EXP379,REN379,SAT379
RM1110,30,26-35,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,5k-10k,17799,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3,EMP380,EXP380,REN380,SAT380
RM1142,30,26-35,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,Upto 5k,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1,EMP381,EXP381,REN381,SAT381
RM1234,30,26-35,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Upto 5k,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,EMP382,EXP382,REN382,SAT382
RM1245,30,26-35,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,Upto 5k,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,EMP383,EXP383,REN383,SAT383
RM1247,30,26-35,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,Upto 5k,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,EMP384,EXP384,REN384,SAT384
RM1252,30,26-35,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,5k-10k,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,EMP385,EXP385,REN385,SAT385
RM1260,30,26-35,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294,5k-10k,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,EMP386,EXP386,REN386,SAT386
RM1297,30,26-35,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667,5k-10k,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,EMP387,EXP387,REN387,SAT387
RM1339,30,26-35,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,Upto 5k,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,EMP388,EXP388,REN388,SAT388
RM1413,30,26-35,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married,3748,Upto 5k,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7,EMP389,EXP389,REN389,SAT389
RM013,31,26-35,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,2911,Upto 5k,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3,EMP390,EXP390,REN390,SAT390
RM059,31,26-35,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,5k-10k,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,EMP391,EXP391,REN391,SAT391
RM073,31,26-35,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,Upto 5k,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,1,EMP392,EXP392,REN392,SAT392
RM076,31,26-35,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,4424,Upto 5k,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,1,EMP393,EXP393,REN393,SAT393
RM125,31,26-35,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,5k-10k,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,EMP394,EXP394,REN394,SAT394
RM133,31,26-35,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,Upto 5k,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,EMP395,EXP395,REN395,SAT395
RM181,31,26-35,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,Upto 5k,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,EMP396,EXP396,REN396,SAT396
RM225,31,26-35,No,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,Upto 5k,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,EMP397,EXP397,REN397,SAT397
RM246,31,26-35,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675,10k-15k,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2,EMP398,EXP398,REN398,SAT398
RM260,31,26-35,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,3,Male,71,2,1,Laboratory Technician,2,Single,3479,Upto 5k,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4,EMP399,EXP399,REN399,SAT399
RM267,31,26-35,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582,5k-10k,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8,EMP400,EXP400,REN400,SAT400
RM293,31,26-35,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,Upto 5k,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,EMP401,EXP401,REN401,SAT401
RM304,31,26-35,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,5k-10k,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7,EMP402,EXP402,REN402,SAT402
